| min | final | max | max abs |
| -17 | 14 | 35 | 35 |
| -31 | -28 | 4 | 31 |
| -7 | 34 | 40 | 40 |
| -27 | 12 | 31 | 31 |
| -53 | -44 | 19 | 53 |
| -17 | 2 | 12 | 17 |
| -3 | 18 | 35 | 35 |
| -6 | 42 | 51 | 51 |
| -35 | 4 | 11 | 35 |
| -67 | -44 | 0 | 67 |
| -13 | 22 | 48 | 48 |
| -21 | 30 | 38 | 38 |
| -33 | 8 | 8 | 33 |
| -61 | -54 | 7 | 61 |
| -10 | 2 | 25 | 25 |
| -6 | 34 | 44 | 44 |
| -6 | 36 | 42 | 42 |
| -19 | 66 | 72 | 72 |
| -37 | 18 | 20 | 37 |
| -25 | -2 | 8 | 25 |
| -52 | -52 | 14 | 52 |
| -18 | 12 | 26 | 26 |
| -61 | -48 | 1 | 61 |
| -34 | 6 | 13 | 34 |
| -53 | -10 | 2 | 53 |
| -28 | 6 | 11 | 28 |
| -32 | -12 | 19 | 32 |
| -13 | 4 | 18 | 18 |
| -32 | -28 | 17 | 32 |
| -33 | -4 | 2 | 33 |
| -49 | -14 | 8 | 49 |
| -44 | -44 | 4 | 44 |
| -19 | -8 | 18 | 19 |
| -1 | 18 | 56 | 56 |
| -55 | -54 | 4 | 55 |
| -34 | -10 | -1 | 34 |
| -13 | 26 | 29 | 29 |
| -26 | 16 | 16 | 26 |
| -37 | -14 | 4 | 37 |
| -4 | 28 | 37 | 37 |
| -59 | -38 | 7 | 59 |
| -16 | -10 | 26 | 26 |
| -10 | 12 | 27 | 27 |
| -36 | -10 | 5 | 36 |
| -2 | 36 | 49 | 49 |
| -18 | -6 | 13 | 18 |
| -15 | 8 | 15 | 15 |
| -4 | 44 | 68 | 68 |
| -32 | -28 | 12 | 32 |
| -40 | -36 | 4 | 40 |
| -13 | 2 | 28 | 28 |
| -27 | -16 | 31 | 31 |
| -6 | 0 | 30 | 30 |
| -9 | 26 | 36 | 36 |
| -10 | 6 | 22 | 22 |
| -49 | -48 | 8 | 49 |
| -34 | -32 | -1 | 34 |
| -15 | -6 | 22 | 22 |
| -75 | -66 | -1 | 75 |
| -18 | -16 | 22 | 22 |
| -81 | -80 | 13 | 81 |
| -34 | -28 | 6 | 34 |
| -75 | -70 | 1 | 75 |
| -26 | 16 | 16 | 26 |
| -60 | -52 | 1 | 60 |
| -21 | 8 | 19 | 21 |
| -7 | 12 | 25 | 25 |
| -34 | -10 | 7 | 34 |
| -25 | -22 | 16 | 25 |
| -11 | 34 | 44 | 44 |
| -14 | 0 | 12 | 14 |
| -36 | -6 | 2 | 36 |
| -36 | -34 | 28 | 36 |
| -26 | -18 | 6 | 26 |
| -31 | -22 | 5 | 31 |
| -10 | 58 | 82 | 82 |
| -21 | 18 | 27 | 27 |
| -32 | -16 | 18 | 32 |
| -13 | 2 | 14 | 14 |
| -31 | 6 | 10 | 31 |
| -21 | -10 | 15 | 21 |
| -9 | 20 | 40 | 40 |
| -26 | 0 | 16 | 26 |
| -50 | -38 | 14 | 50 |
| -36 | -26 | 10 | 36 |
| -4 | 48 | 69 | 69 |
| -7 | 6 | 48 | 48 |
| -58 | -50 | 9 | 58 |
| -35 | -24 | 9 | 35 |
| -31 | 24 | 26 | 31 |
| -35 | -4 | 1 | 35 |
| -14 | 4 | 19 | 19 |
| -46 | -38 | -1 | 46 |
| -7 | 42 | 46 | 46 |
| -10 | 24 | 33 | 33 |
| -45 | -30 | -1 | 45 |
| -30 | -22 | 18 | 30 |
| -15 | 10 | 33 | 33 |
| -18 | -14 | 11 | 18 |
| -45 | -10 | 22 | 45 |
| -6 | 50 | 57 | 57 |
| -3 | 38 | 49 | 49 |
| -6 | 32 | 37 | 37 |
| -48 | -18 | 1 | 48 |
| -27 | -14 | 5 | 27 |
| -39 | -36 | 5 | 39 |
| -4 | 28 | 52 | 52 |
| -19 | 18 | 18 | 19 |
| -14 | -4 | 17 | 17 |
| -29 | 20 | 31 | 31 |
| -5 | 0 | 28 | 28 |
| 1 | 34 | 45 | 45 |
| -9 | 60 | 63 | 63 |
| -14 | 40 | 43 | 43 |
| -59 | -52 | 1 | 59 |
| -18 | 32 | 33 | 33 |
| -52 | -42 | 0 | 52 |
| -40 | -16 | 10 | 40 |
| -15 | 28 | 35 | 35 |
| -40 | -32 | 4 | 40 |
| -2 | 10 | 31 | 31 |
| -15 | 16 | 17 | 17 |
| -30 | -22 | 12 | 30 |
| -11 | 50 | 62 | 62 |
| -82 | -76 | -1 | 82 |
| -20 | 0 | 18 | 20 |
| -21 | 16 | 19 | 21 |
| -6 | 34 | 47 | 47 |
| -46 | -46 | 26 | 46 |
| -12 | 24 | 36 | 36 |
| -2 | 48 | 55 | 55 |
| -17 | -4 | 30 | 30 |
| -6 | 58 | 72 | 72 |
| -1 | 60 | 61 | 61 |
| -15 | 2 | 15 | 15 |
| -6 | 16 | 42 | 42 |
| -48 | -10 | 1 | 48 |
| -63 | -34 | 1 | 63 |
| -5 | 56 | 56 | 56 |
| -53 | -44 | 10 | 53 |
| -13 | 6 | 24 | 24 |
| -62 | -30 | 8 | 62 |
| -10 | 12 | 35 | 35 |
| -7 | 72 | 82 | 82 |
| -44 | -44 | 25 | 44 |
| -31 | -26 | 12 | 31 |
| -48 | -18 | 10 | 48 |
| -3 | 58 | 71 | 71 |
| -3 | 16 | 28 | 28 |
| -34 | -24 | 3 | 34 |
| -32 | -30 | 20 | 32 |
| -4 | 64 | 65 | 65 |
| -19 | 12 | 14 | 19 |
| -47 | -44 | 24 | 47 |
| -25 | -22 | 5 | 25 |
| -68 | -68 | 4 | 68 |
| -45 | -18 | 16 | 45 |
| -26 | 26 | 37 | 37 |
| -11 | 10 | 16 | 16 |
| -6 | 16 | 51 | 51 |
| -22 | -10 | 19 | 22 |
| -15 | 18 | 22 | 22 |
| -16 | 18 | 45 | 45 |
| -2 | 42 | 58 | 58 |
| -17 | 32 | 37 | 37 |
| -11 | 8 | 28 | 28 |
| -42 | -20 | 1 | 42 |
| -8 | 44 | 44 | 44 |
| -10 | 36 | 51 | 51 |
| -30 | 4 | 13 | 30 |
| -39 | -34 | 3 | 39 |
| -18 | 14 | 20 | 20 |
| -23 | -4 | 7 | 23 |
| -27 | 38 | 53 | 53 |
| -2 | 24 | 38 | 38 |
| -6 | 50 | 59 | 59 |
| -51 | -42 | 9 | 51 |
| -29 | -26 | 27 | 29 |
| -43 | -10 | 1 | 43 |
| -51 | -28 | 2 | 51 |
| -28 | -24 | 9 | 28 |
| -22 | 14 | 19 | 22 |
| -10 | 18 | 27 | 27 |
| -3 | 72 | 85 | 85 |
| -59 | -38 | 0 | 59 |
| -3 | 12 | 46 | 46 |
| -67 | -56 | 2 | 67 |
| -3 | 24 | 47 | 47 |
| -5 | 22 | 35 | 35 |
| -23 | 10 | 17 | 23 |
| -20 | -12 | 5 | 20 |
| -54 | -52 | 11 | 54 |
| -38 | -18 | 13 | 38 |
| -15 | 10 | 28 | 28 |
| -10 | 18 | 19 | 19 |
| -14 | 44 | 56 | 56 |
| -38 | -36 | 10 | 38 |
| -29 | 32 | 33 | 33 |
| -3 | 50 | 50 | 50 |
| -9 | 36 | 49 | 49 |
| -50 | -42 | 12 | 50 |
| -3 | 26 | 32 | 32 |
| -69 | -52 | -1 | 69 |
| -4 | 22 | 36 | 36 |
| -46 | -36 | 22 | 46 |
| -1 | 56 | 61 | 61 |
| -2 | 50 | 66 | 66 |
| -29 | -6 | 11 | 29 |
| -16 | -4 | 26 | 26 |
| 0 | 30 | 48 | 48 |
| -37 | -26 | 10 | 37 |
| -2 | 24 | 44 | 44 |
| -12 | 20 | 43 | 43 |
| -11 | 20 | 55 | 55 |
| -72 | -64 | 1 | 72 |
| -24 | 6 | 9 | 24 |
| -44 | -36 | 12 | 44 |
| -8 | 2 | 26 | 26 |
| -41 | -26 | 3 | 41 |
| -4 | 20 | 55 | 55 |
| -13 | 18 | 18 | 18 |
| -16 | 16 | 17 | 17 |
| -33 | -10 | 8 | 33 |
| -12 | 50 | 62 | 62 |
