| min | final | max | max abs |
| -1 | 60 | 64 | 64 |
| -34 | 82 | 84 | 84 |
| -3 | 134 | 161 | 161 |
| -44 | 18 | 42 | 44 |
| -57 | -18 | 17 | 57 |
| -48 | 46 | 47 | 48 |
| -36 | 58 | 69 | 69 |
| -15 | 54 | 122 | 122 |
| -15 | 98 | 101 | 101 |
| -16 | 34 | 77 | 77 |
| -8 | 100 | 125 | 125 |
| -1 | 30 | 63 | 63 |
| 1 | 86 | 109 | 109 |
| -7 | 86 | 121 | 121 |
| -103 | -34 | 17 | 103 |
| -71 | -54 | 18 | 71 |
| -19 | 74 | 87 | 87 |
| -26 | 26 | 41 | 41 |
| -33 | -22 | 75 | 75 |
| -36 | 4 | 43 | 43 |
| -14 | 0 | 39 | 39 |
| -57 | 8 | 18 | 57 |
| -10 | 44 | 92 | 92 |
| -36 | 18 | 20 | 36 |
| -36 | 92 | 105 | 105 |
| -215 | -180 | 13 | 215 |
| -60 | -36 | 8 | 60 |
| -56 | 14 | 18 | 56 |
| -3 | 174 | 180 | 180 |
| -97 | -88 | 16 | 97 |
| -72 | -72 | 9 | 72 |
| -50 | -36 | 36 | 50 |
| -112 | -96 | 17 | 112 |
| -24 | 4 | 60 | 60 |
| -108 | -96 | 31 | 108 |
| -107 | -60 | 6 | 107 |
| -139 | -112 | 14 | 139 |
| -34 | 60 | 92 | 92 |
| -51 | 34 | 35 | 51 |
| -81 | -46 | 22 | 81 |
| -63 | 2 | 29 | 63 |
| -74 | -64 | 12 | 74 |
| -79 | -60 | 4 | 79 |
| -170 | -142 | 6 | 170 |
| -17 | 48 | 71 | 71 |
| -52 | 14 | 23 | 52 |
| -31 | 4 | 39 | 39 |
| -5 | 112 | 134 | 134 |
| -28 | 124 | 151 | 151 |
| -5 | 30 | 94 | 94 |
| -45 | 14 | 35 | 45 |
| -113 | -112 | 14 | 113 |
| -161 | -126 | 7 | 161 |
| -125 | -100 | 19 | 125 |
| -118 | -116 | 22 | 118 |
| -13 | 78 | 94 | 94 |
| -24 | 62 | 62 | 62 |
| -61 | -22 | 29 | 61 |
| -100 | -98 | 23 | 100 |
| -9 | 42 | 65 | 65 |
| -39 | -34 | 31 | 39 |
| -1 | 72 | 92 | 92 |
| -21 | 28 | 30 | 30 |
| -166 | -146 | 9 | 166 |
| -27 | 128 | 155 | 155 |
| -5 | 14 | 77 | 77 |
| -54 | -6 | 12 | 54 |
| -71 | -64 | 24 | 71 |
| -53 | -42 | 21 | 53 |
| -17 | 22 | 64 | 64 |
| -98 | -98 | 24 | 98 |
| -39 | -8 | 37 | 39 |
| -64 | 16 | 32 | 64 |
| -35 | -32 | 37 | 37 |
| -106 | -104 | -1 | 106 |
| -45 | 48 | 97 | 97 |
| -111 | -82 | 10 | 111 |
| -18 | 52 | 88 | 88 |
| -66 | -18 | 11 | 66 |
| -21 | 14 | 86 | 86 |
| -73 | -10 | 19 | 73 |
| -15 | 12 | 59 | 59 |
| -13 | 36 | 54 | 54 |
| -71 | -50 | 29 | 71 |
| -2 | 34 | 91 | 91 |
| -64 | -10 | 12 | 64 |
| -67 | -42 | 4 | 67 |
| -34 | 20 | 52 | 52 |
| -39 | -12 | 4 | 39 |
| -33 | -12 | 25 | 33 |
| -50 | 2 | 49 | 50 |
| -44 | -22 | 26 | 44 |
| -34 | -14 | 38 | 38 |
| -117 | -62 | 10 | 117 |
| -49 | 10 | 35 | 49 |
| -18 | 42 | 71 | 71 |
| -61 | -56 | 17 | 61 |
| -9 | 30 | 77 | 77 |
| -40 | -2 | 21 | 40 |
| -83 | -80 | 31 | 83 |
| -62 | -4 | 53 | 62 |
| -27 | 84 | 84 | 84 |
| -1 | 2 | 73 | 73 |
| -96 | -88 | 11 | 96 |
| -17 | 48 | 97 | 97 |
| -44 | -6 | 25 | 44 |
| -25 | -18 | 40 | 40 |
| -96 | 16 | 19 | 96 |
| -1 | 86 | 110 | 110 |
| -145 | -128 | 8 | 145 |
| -9 | 64 | 91 | 91 |
| -38 | -36 | 50 | 50 |
| -18 | 6 | 78 | 78 |
| -53 | -10 | 17 | 53 |
| -13 | 90 | 99 | 99 |
| -54 | 14 | 65 | 65 |
| -16 | -8 | 62 | 62 |
| -1 | 86 | 102 | 102 |
| -10 | 68 | 68 | 68 |
| -54 | -22 | 34 | 54 |
| -9 | 50 | 118 | 118 |
| -103 | -96 | 19 | 103 |
| -30 | 16 | 79 | 79 |
| -50 | 24 | 46 | 50 |
| -53 | -40 | 5 | 53 |
| -87 | -56 | 17 | 87 |
| -110 | -98 | 14 | 110 |
| -68 | -66 | 43 | 68 |
| -12 | 20 | 47 | 47 |
| -6 | 66 | 76 | 76 |
| -90 | -72 | 12 | 90 |
| -22 | 28 | 45 | 45 |
| -89 | -40 | 3 | 89 |
| -2 | 118 | 130 | 130 |
| -67 | -64 | 38 | 67 |
| -13 | 118 | 147 | 147 |
| -94 | -58 | 24 | 94 |
| -11 | 80 | 87 | 87 |
| -74 | -70 | 6 | 74 |
| -3 | 68 | 106 | 106 |
| -27 | 66 | 72 | 72 |
| -10 | 82 | 90 | 90 |
| -3 | 42 | 86 | 86 |
| -20 | 94 | 101 | 101 |
| 1 | 64 | 71 | 71 |
| -24 | 20 | 53 | 53 |
| -81 | -10 | 17 | 81 |
| -10 | 38 | 63 | 63 |
| -118 | -98 | 25 | 118 |
| -16 | 16 | 64 | 64 |
| -59 | 50 | 58 | 59 |
| -74 | -72 | 1 | 74 |
| -58 | -28 | 43 | 58 |
| -18 | 50 | 50 | 50 |
| -26 | 16 | 54 | 54 |
| -38 | -14 | 25 | 38 |
| -161 | -68 | 4 | 161 |
| -32 | 18 | 77 | 77 |
| -32 | -12 | 70 | 70 |
| -73 | -8 | 53 | 73 |
| -45 | 8 | 13 | 45 |
| -80 | -64 | 1 | 80 |
| -8 | 152 | 153 | 153 |
| -37 | -34 | 36 | 37 |
| -157 | -138 | 5 | 157 |
| -88 | -66 | 5 | 88 |
| -38 | -24 | 31 | 38 |
| -86 | -80 | 42 | 86 |
| -11 | 34 | 80 | 80 |
| -63 | 16 | 69 | 69 |
| -107 | -102 | -1 | 107 |
| -68 | -42 | 14 | 68 |
| -51 | 30 | 44 | 51 |
| -17 | 52 | 56 | 56 |
| -116 | -104 | 47 | 116 |
| -16 | 34 | 69 | 69 |
| -24 | 4 | 47 | 47 |
| -27 | -10 | 53 | 53 |
| -20 | 16 | 57 | 57 |
| -66 | -2 | 40 | 66 |
| -47 | -44 | 92 | 92 |
| -88 | -60 | 5 | 88 |
| -30 | 4 | 73 | 73 |
| -49 | -8 | 29 | 49 |
| -9 | 26 | 70 | 70 |
| -48 | -46 | 55 | 55 |
| -76 | -38 | 9 | 76 |
| -22 | 30 | 61 | 61 |
| -53 | -22 | 11 | 53 |
| -86 | -82 | 27 | 86 |
| -57 | 18 | 41 | 57 |
| -21 | 36 | 58 | 58 |
| -27 | 20 | 21 | 27 |
| -46 | 16 | 40 | 46 |
| -66 | -38 | 8 | 66 |
| -57 | 70 | 86 | 86 |
| -33 | -10 | 55 | 55 |
| -3 | 58 | 85 | 85 |
| -136 | -126 | 28 | 136 |
| -31 | -16 | 56 | 56 |
| -48 | -26 | 25 | 48 |
| -6 | 58 | 83 | 83 |
| -92 | -68 | 34 | 92 |
| -3 | 52 | 87 | 87 |
| -70 | -70 | 10 | 70 |
| -80 | -58 | -1 | 80 |
| -118 | -110 | 1 | 118 |
| -11 | 8 | 37 | 37 |
| -45 | -24 | 37 | 45 |
| -70 | 20 | 23 | 70 |
| -9 | 30 | 51 | 51 |
| -49 | -38 | 34 | 49 |
| -16 | 98 | 137 | 137 |
| -70 | 4 | 17 | 70 |
| -19 | 46 | 55 | 55 |
| -143 | -118 | -1 | 143 |
| -53 | -44 | 12 | 53 |
| -129 | -102 | 33 | 129 |
| -198 | -196 | 12 | 198 |
| -95 | -50 | 31 | 95 |
| -100 | -76 | 25 | 100 |
| -53 | 38 | 48 | 53 |
| -11 | 88 | 98 | 98 |
| -54 | 0 | 19 | 54 |
| -40 | -12 | 40 | 40 |
| -27 | 78 | 92 | 92 |
| -45 | -6 | 38 | 45 |
| -41 | -10 | 12 | 41 |
| -60 | -54 | 29 | 60 |
| -4 | 18 | 85 | 85 |
| -69 | -4 | 12 | 69 |
| -85 | -72 | 31 | 85 |
| -57 | -26 | 24 | 57 |
| -15 | 40 | 51 | 51 |
| -53 | -32 | 15 | 53 |
| -14 | 56 | 75 | 75 |
| -90 | -44 | 11 | 90 |
| -41 | -22 | 38 | 41 |
| -79 | -74 | 11 | 79 |
| -11 | 60 | 94 | 94 |
| -5 | 66 | 120 | 120 |
| -92 | -30 | 5 | 92 |
| -76 | 8 | 29 | 76 |
| -30 | -14 | 49 | 49 |
| -14 | 34 | 47 | 47 |
| -111 | -108 | -1 | 111 |
| -105 | -84 | 28 | 105 |
| -67 | 6 | 33 | 67 |
| -11 | 158 | 180 | 180 |
| -28 | 54 | 81 | 81 |
| -3 | 24 | 67 | 67 |
| -14 | 14 | 45 | 45 |
| -9 | 60 | 124 | 124 |
| -18 | 146 | 166 | 166 |
| -21 | 96 | 97 | 97 |
| -8 | 72 | 109 | 109 |
| -37 | 2 | 18 | 37 |
| -52 | -52 | 35 | 52 |
| -52 | -40 | 36 | 52 |
| -20 | 14 | 49 | 49 |
| -31 | 12 | 53 | 53 |
| -53 | -42 | 47 | 53 |
| -2 | 146 | 158 | 158 |
| -40 | -12 | 47 | 47 |
| -20 | 24 | 92 | 92 |
| -74 | 56 | 56 | 74 |
| -37 | 84 | 86 | 86 |
| -73 | -62 | 11 | 73 |
| -3 | 20 | 83 | 83 |
| -37 | 34 | 38 | 38 |
| -41 | -10 | 44 | 44 |
| -59 | -50 | 29 | 59 |
| -124 | -72 | 22 | 124 |
| -57 | -22 | 26 | 57 |
| -42 | 22 | 63 | 63 |
| -67 | -14 | 4 | 67 |
| -36 | 20 | 53 | 53 |
| -56 | -54 | 27 | 56 |
| -55 | -34 | 23 | 55 |
| -151 | -132 | 10 | 151 |
| -68 | 12 | 35 | 68 |
| -32 | 16 | 47 | 47 |
| -36 | -34 | 81 | 81 |
| -1 | 112 | 117 | 117 |
| -19 | 32 | 55 | 55 |
| -136 | -136 | 26 | 136 |
| -67 | -62 | 60 | 67 |
| -41 | 38 | 45 | 45 |
| -32 | 136 | 188 | 188 |
| -8 | -4 | 54 | 54 |
| -14 | 20 | 68 | 68 |
| -116 | -86 | 24 | 116 |
| -42 | -26 | 77 | 77 |
| -21 | 140 | 162 | 162 |
| -28 | 54 | 67 | 67 |
| -4 | 56 | 95 | 95 |
| -35 | -30 | 74 | 74 |
| -68 | -36 | 25 | 68 |
| -51 | -38 | 10 | 51 |
| -37 | 46 | 71 | 71 |
| -101 | -44 | 9 | 101 |
| -23 | 70 | 81 | 81 |
| -18 | -4 | 48 | 48 |
| -122 | -94 | 2 | 122 |
| -74 | 8 | 30 | 74 |
| -56 | -4 | 49 | 56 |
| -79 | -62 | 6 | 79 |
| -161 | -156 | 10 | 161 |
| -60 | -24 | 22 | 60 |
| -30 | 44 | 56 | 56 |
| -31 | 8 | 53 | 53 |
| -66 | 8 | 12 | 66 |
| -27 | 32 | 55 | 55 |
| -37 | -16 | 29 | 37 |
| -22 | 36 | 45 | 45 |
| -113 | -100 | 0 | 113 |
| 0 | 86 | 86 | 86 |
| -90 | -72 | 6 | 90 |
| -6 | 4 | 109 | 109 |
| -66 | -50 | 12 | 66 |
| -5 | 58 | 58 | 58 |
| -94 | -70 | 11 | 94 |
| -20 | 98 | 98 | 98 |
| -13 | 116 | 138 | 138 |
| -33 | 14 | 87 | 87 |
| -40 | -8 | 36 | 40 |
| -52 | -16 | 48 | 52 |
| -146 | -142 | 3 | 146 |
| -110 | -82 | 11 | 110 |
| -61 | -28 | 47 | 61 |
| -137 | -130 | 27 | 137 |
| -80 | -76 | 4 | 80 |
| -13 | 32 | 55 | 55 |
| -72 | -42 | 16 | 72 |
| -49 | 26 | 47 | 49 |
| -22 | 72 | 87 | 87 |
| -41 | 48 | 53 | 53 |
| -3 | 50 | 126 | 126 |
| -102 | -88 | 12 | 102 |
| -29 | 0 | 47 | 47 |
| -79 | -32 | 6 | 79 |
| -3 | 78 | 113 | 113 |
| -19 | 26 | 55 | 55 |
| -47 | -30 | 26 | 47 |
| -75 | -14 | 25 | 75 |
| -10 | 26 | 55 | 55 |
| -41 | -20 | 34 | 41 |
| -92 | -76 | 23 | 92 |
| -21 | 66 | 76 | 76 |
| -46 | -8 | 27 | 46 |
| -146 | -106 | -1 | 146 |
| -34 | -18 | 39 | 39 |
| -88 | -66 | 13 | 88 |
| -28 | 18 | 43 | 43 |
| -89 | -32 | 21 | 89 |
| -45 | -6 | 36 | 45 |
| -39 | -26 | 39 | 39 |
| -41 | -16 | 37 | 41 |
| -34 | 72 | 85 | 85 |
| -9 | 60 | 63 | 63 |
| -21 | 18 | 36 | 36 |
| -67 | -42 | 66 | 67 |
| -63 | 0 | 31 | 63 |
| -13 | 36 | 74 | 74 |
| -82 | -40 | 7 | 82 |
| -11 | 64 | 90 | 90 |
| -86 | -68 | 18 | 86 |
| -56 | -18 | 64 | 64 |
| -21 | 84 | 102 | 102 |
| -43 | -40 | 72 | 72 |
| -119 | -102 | 23 | 119 |
| -33 | 56 | 57 | 57 |
| -93 | -54 | 36 | 93 |
| -81 | -70 | 41 | 81 |
| -99 | -98 | 68 | 99 |
| -178 | -152 | 17 | 178 |
| -19 | 62 | 69 | 69 |
| -14 | 54 | 61 | 61 |
| -13 | 180 | 184 | 184 |
| -123 | -102 | 49 | 123 |
| -87 | -66 | 3 | 87 |
| -16 | 54 | 79 | 79 |
| -45 | 0 | 37 | 45 |
| -30 | 34 | 67 | 67 |
| 0 | 58 | 98 | 98 |
| -74 | -72 | 55 | 74 |
| -3 | 62 | 81 | 81 |
| -14 | 96 | 101 | 101 |
| -145 | -144 | 10 | 145 |
| -100 | -56 | 3 | 100 |
| -40 | -2 | 15 | 40 |
| -71 | 0 | 16 | 71 |
| -170 | -136 | 0 | 170 |
| -108 | -92 | 17 | 108 |
| -30 | 36 | 55 | 55 |
| -48 | 12 | 55 | 55 |
| -37 | 18 | 56 | 56 |
| -66 | -28 | 6 | 66 |
| -101 | -98 | 16 | 101 |
| -25 | 0 | 37 | 37 |
| -90 | -76 | 36 | 90 |
| -1 | 104 | 108 | 108 |
| -3 | 48 | 68 | 68 |
| -1 | 132 | 135 | 135 |
| -119 | -98 | 19 | 119 |
| -68 | -28 | 11 | 68 |
| -55 | -44 | 15 | 55 |
| -47 | 16 | 40 | 47 |
| -98 | -56 | 33 | 98 |
| -18 | 22 | 39 | 39 |
| -50 | -48 | 25 | 50 |
| -105 | -74 | 5 | 105 |
| -80 | 24 | 27 | 80 |
| -45 | -36 | 38 | 45 |
| -61 | 86 | 89 | 89 |
| -32 | 2 | 42 | 42 |
| -26 | 12 | 79 | 79 |
| -37 | 34 | 63 | 63 |
| -22 | 46 | 58 | 58 |
| -35 | 48 | 49 | 49 |
| -26 | 18 | 40 | 40 |
| -35 | -14 | 49 | 49 |
| -7 | 58 | 94 | 94 |
| -135 | -124 | 15 | 135 |
| -88 | 34 | 35 | 88 |
| -91 | -16 | 30 | 91 |
| -6 | 136 | 137 | 137 |
| -1 | 14 | 45 | 45 |
| -4 | 44 | 87 | 87 |
| -15 | 46 | 66 | 66 |
| -19 | 46 | 47 | 47 |
| -125 | -106 | 29 | 125 |
| 0 | 24 | 105 | 105 |
| -44 | -14 | 21 | 44 |
| -68 | -38 | 21 | 68 |
| -21 | 80 | 82 | 82 |
| -74 | 16 | 29 | 74 |
| -45 | 64 | 82 | 82 |
| -9 | 66 | 97 | 97 |
| -36 | 48 | 67 | 67 |
| -4 | 50 | 63 | 63 |
| -103 | -94 | 3 | 103 |
| -93 | -92 | 13 | 93 |
| -40 | -8 | 51 | 51 |
| -74 | -20 | 9 | 74 |
| -153 | -142 | 20 | 153 |
| -75 | -62 | 15 | 75 |
| -12 | 120 | 122 | 122 |
| -43 | 38 | 47 | 47 |
| -16 | 40 | 65 | 65 |
| -18 | 28 | 43 | 43 |
| -40 | -14 | 21 | 40 |
| -109 | -44 | -1 | 109 |
| -42 | 20 | 70 | 70 |
| -44 | 22 | 26 | 44 |
| -71 | -42 | 14 | 71 |
| -24 | 8 | 73 | 73 |
| -140 | -128 | 18 | 140 |
| -59 | -50 | 45 | 59 |
| -136 | -136 | 4 | 136 |
| -4 | 222 | 232 | 232 |
| -21 | -12 | 57 | 57 |
| -46 | 34 | 39 | 46 |
| -33 | -20 | 65 | 65 |
| -32 | -10 | 9 | 32 |
| -19 | 42 | 97 | 97 |
| -100 | -80 | 10 | 100 |
| -70 | -62 | -1 | 70 |
| -4 | 124 | 153 | 153 |
| -41 | -24 | 42 | 42 |
| -66 | -54 | 26 | 66 |
| -10 | 28 | 74 | 74 |
| -138 | -130 | 6 | 138 |
| -145 | -118 | 9 | 145 |
| -139 | -134 | 13 | 139 |
| -95 | -80 | 47 | 95 |
| -78 | -42 | 0 | 78 |
| -34 | 116 | 123 | 123 |
| -38 | 68 | 73 | 73 |
| -81 | -64 | 20 | 81 |
| -60 | -34 | 34 | 60 |
| -60 | -28 | 51 | 60 |
| 1 | 118 | 164 | 164 |
| -43 | 4 | 41 | 43 |
| -1 | 140 | 149 | 149 |
| -79 | -64 | 17 | 79 |
| -76 | -4 | 30 | 76 |
| -81 | -44 | 6 | 81 |
| -3 | 124 | 147 | 147 |
| -46 | -26 | 50 | 50 |
| -71 | -52 | 10 | 71 |
| -3 | 26 | 46 | 46 |
| -54 | -42 | 8 | 54 |
| -12 | 26 | 60 | 60 |
| -9 | 44 | 52 | 52 |
| -67 | -44 | 10 | 67 |
| -55 | -18 | 15 | 55 |
| -18 | -8 | 50 | 50 |
| -24 | 24 | 51 | 51 |
| -22 | 14 | 39 | 39 |
| -44 | -40 | 16 | 44 |
| 1 | 82 | 92 | 92 |
| -25 | 44 | 64 | 64 |
| -28 | 78 | 85 | 85 |
| -89 | -64 | 7 | 89 |
| 1 | 84 | 108 | 108 |
| -6 | 58 | 68 | 68 |
| -56 | 8 | 40 | 56 |
| -22 | 124 | 144 | 144 |
| -7 | 78 | 90 | 90 |
| -112 | -30 | 30 | 112 |
| -12 | 76 | 89 | 89 |
| -144 | -98 | 7 | 144 |
| -2 | 132 | 141 | 141 |
| -30 | 110 | 123 | 123 |
| -44 | 46 | 60 | 60 |
| -77 | -50 | 37 | 77 |
| -9 | 26 | 65 | 65 |
| -29 | -18 | 43 | 43 |
| -62 | -30 | 5 | 62 |
| -16 | 60 | 76 | 76 |
| -61 | 20 | 47 | 61 |
| -54 | -46 | 38 | 54 |
| -122 | -92 | 5 | 122 |
| -92 | -88 | 0 | 92 |
| -66 | -60 | 1 | 66 |
| -67 | -46 | 26 | 67 |
| -68 | -8 | 28 | 68 |
| -46 | 4 | 35 | 46 |
| -161 | -130 | 5 | 161 |
| -23 | 52 | 100 | 100 |
| -37 | 14 | 29 | 37 |
| -154 | -112 | 6 | 154 |
| -64 | 2 | 30 | 64 |
| -5 | 92 | 169 | 169 |
| -12 | 32 | 56 | 56 |
| -27 | 48 | 64 | 64 |
| -73 | -60 | 6 | 73 |
| -79 | -74 | 20 | 79 |
| -57 | 10 | 10 | 57 |
| -20 | 44 | 58 | 58 |
| -57 | 8 | 10 | 57 |
| -14 | 38 | 55 | 55 |
| -18 | 82 | 93 | 93 |
| -20 | 34 | 75 | 75 |
| -1 | 122 | 172 | 172 |
| -47 | -40 | 51 | 51 |
| -29 | 154 | 157 | 157 |
| -25 | 6 | 67 | 67 |
| -49 | 12 | 23 | 49 |
| -22 | 78 | 79 | 79 |
| -59 | -8 | 13 | 59 |
| -24 | 76 | 85 | 85 |
| -18 | 40 | 78 | 78 |
| -17 | 52 | 78 | 78 |
| -21 | -16 | 43 | 43 |
| -25 | 52 | 73 | 73 |
| -96 | -70 | 3 | 96 |
| -43 | 18 | 26 | 43 |
| -116 | -22 | -1 | 116 |
| -63 | -46 | 22 | 63 |
| -31 | 70 | 94 | 94 |
| -94 | -90 | 24 | 94 |
| -9 | 102 | 123 | 123 |
| -50 | 2 | 34 | 50 |
| -141 | -128 | 33 | 141 |
| -6 | 96 | 101 | 101 |
| -98 | -54 | 11 | 98 |
| -75 | -54 | 18 | 75 |
| -37 | 6 | 57 | 57 |
| -37 | -18 | 117 | 117 |
| -15 | -2 | 79 | 79 |
| -16 | 72 | 98 | 98 |
| -16 | 102 | 136 | 136 |
| -155 | -148 | 5 | 155 |
| -21 | 76 | 111 | 111 |
| -29 | 12 | 43 | 43 |
| -13 | 62 | 67 | 67 |
| -57 | -18 | 3 | 57 |
| -141 | -140 | 32 | 141 |
| -86 | -58 | 0 | 86 |
| -3 | 76 | 83 | 83 |
| -98 | -50 | 7 | 98 |
| -27 | -22 | 21 | 27 |
| -21 | -6 | 45 | 45 |
| -5 | 158 | 160 | 160 |
| -19 | 102 | 105 | 105 |
| -31 | -14 | 26 | 31 |
| -121 | -80 | 3 | 121 |
| -16 | 28 | 66 | 66 |
| -76 | -66 | 5 | 76 |
| -19 | 12 | 72 | 72 |
| -32 | 72 | 91 | 91 |
| -71 | -64 | 70 | 71 |
| -49 | -28 | 28 | 49 |
| -121 | -106 | 5 | 121 |
| -8 | 96 | 137 | 137 |
| -45 | 8 | 16 | 45 |
| -15 | 56 | 78 | 78 |
| -60 | -60 | 57 | 60 |
| -6 | 66 | 82 | 82 |
| -18 | 76 | 103 | 103 |
| -65 | -34 | 12 | 65 |
| -49 | -2 | 11 | 49 |
| -137 | -116 | 6 | 137 |
| -12 | 20 | 55 | 55 |
| -60 | -16 | 18 | 60 |
| -79 | -4 | 8 | 79 |
| -2 | 108 | 130 | 130 |
| -91 | -60 | 11 | 91 |
| -30 | 32 | 63 | 63 |
| -62 | -48 | 27 | 62 |
| -52 | 66 | 70 | 70 |
| -28 | 24 | 84 | 84 |
| -62 | -44 | 16 | 62 |
| -29 | 48 | 72 | 72 |
| -92 | -78 | 28 | 92 |
| -95 | -84 | 22 | 95 |
| -56 | -24 | 28 | 56 |
| 1 | 48 | 102 | 102 |
| -25 | 36 | 70 | 70 |
| -86 | -60 | 2 | 86 |
| -20 | 24 | 37 | 37 |
| -64 | 28 | 35 | 64 |
| -82 | -76 | 12 | 82 |
| -32 | 54 | 65 | 65 |
| -21 | 62 | 79 | 79 |
| -5 | 96 | 104 | 104 |
| -66 | -54 | 21 | 66 |
| -63 | -50 | 2 | 63 |
| -10 | 78 | 113 | 113 |
| -13 | 56 | 64 | 64 |
| -23 | 36 | 92 | 92 |
| -120 | -120 | 7 | 120 |
| -41 | 14 | 72 | 72 |
| 1 | 172 | 193 | 193 |
| -18 | 114 | 117 | 117 |
| -38 | -26 | 75 | 75 |
| -20 | 118 | 126 | 126 |
| -80 | -62 | 21 | 80 |
| -8 | 120 | 125 | 125 |
| -18 | 50 | 75 | 75 |
| -57 | 50 | 56 | 57 |
| -23 | -16 | 46 | 46 |
| -191 | -164 | 11 | 191 |
| -79 | -74 | 24 | 79 |
| -32 | -22 | 45 | 45 |
| -50 | -18 | 34 | 50 |
| -149 | -74 | 3 | 149 |
| -20 | -10 | 53 | 53 |
| -78 | -12 | 18 | 78 |
| -91 | -70 | 2 | 91 |
| -61 | 8 | 28 | 61 |
| -70 | -36 | 1 | 70 |
| -49 | -6 | 39 | 49 |
| -134 | -118 | 6 | 134 |
| -102 | -58 | 11 | 102 |
| -23 | 142 | 142 | 142 |
| -10 | 112 | 143 | 143 |
| -44 | -16 | 37 | 44 |
| -1 | 140 | 161 | 161 |
| -86 | -76 | 17 | 86 |
| -72 | -4 | 13 | 72 |
| -68 | -68 | 28 | 68 |
| -49 | -34 | 38 | 49 |
| -54 | -36 | 15 | 54 |
| -78 | -66 | 12 | 78 |
| -49 | 70 | 77 | 77 |
| -60 | -58 | 27 | 60 |
| -6 | 0 | 91 | 91 |
| -62 | -54 | 39 | 62 |
| -2 | 88 | 88 | 88 |
| -30 | 124 | 141 | 141 |
| -4 | 174 | 187 | 187 |
| -29 | 4 | 26 | 29 |
| -9 | 76 | 102 | 102 |
| -70 | -42 | 13 | 70 |
| -42 | -6 | 21 | 42 |
| -10 | 72 | 91 | 91 |
| -18 | 62 | 85 | 85 |
| -9 | 158 | 161 | 161 |
| -20 | 38 | 44 | 44 |
| -59 | 30 | 43 | 59 |
| -60 | 4 | 25 | 60 |
| -19 | 46 | 59 | 59 |
| -116 | -98 | 11 | 116 |
| -76 | -2 | 15 | 76 |
| -58 | -14 | 22 | 58 |
| -28 | -2 | 45 | 45 |
| -123 | -66 | 34 | 123 |
| -67 | -64 | 42 | 67 |
| -56 | -10 | 10 | 56 |
| -114 | -92 | 10 | 114 |
| -10 | 12 | 54 | 54 |
| -53 | -20 | 17 | 53 |
| -35 | 82 | 94 | 94 |
| -10 | 10 | 49 | 49 |
| 0 | 90 | 100 | 100 |
| -33 | 10 | 45 | 45 |
| -13 | 28 | 86 | 86 |
| -134 | -126 | 20 | 134 |
| -86 | -76 | 7 | 86 |
| -15 | 4 | 79 | 79 |
| -201 | -200 | 6 | 201 |
| -54 | -24 | 26 | 54 |
| -118 | -58 | -1 | 118 |
| -49 | -32 | 14 | 49 |
| -8 | 40 | 82 | 82 |
| -107 | -44 | 4 | 107 |
| -61 | -6 | 39 | 61 |
| -81 | -28 | -1 | 81 |
| -19 | 24 | 75 | 75 |
| -44 | -24 | 18 | 44 |
| -4 | 20 | 99 | 99 |
| -140 | -124 | 9 | 140 |
| -19 | 30 | 79 | 79 |
| -49 | -20 | 19 | 49 |
| -16 | 76 | 155 | 155 |
| -5 | 56 | 69 | 69 |
| -123 | -112 | 12 | 123 |
| -15 | 44 | 95 | 95 |
| -6 | 48 | 101 | 101 |
| -104 | -76 | 43 | 104 |
| -193 | -182 | 3 | 193 |
| -140 | -136 | 9 | 140 |
| -46 | 40 | 62 | 62 |
| -2 | 66 | 128 | 128 |
| -77 | -40 | 3 | 77 |
| -50 | 66 | 66 | 66 |
| -14 | -6 | 77 | 77 |
| -103 | -32 | 19 | 103 |
| -123 | -80 | 10 | 123 |
| -72 | -60 | 4 | 72 |
| -78 | 2 | 29 | 78 |
| -105 | -80 | 9 | 105 |
| -117 | -74 | 18 | 117 |
| -108 | -86 | 19 | 108 |
| -24 | 10 | 58 | 58 |
| -28 | 120 | 129 | 129 |
| -32 | 18 | 54 | 54 |
| -46 | 34 | 61 | 61 |
| -89 | -30 | 4 | 89 |
| -126 | -118 | 8 | 126 |
| -59 | -56 | 6 | 59 |
| -2 | 74 | 92 | 92 |
| -100 | -64 | 3 | 100 |
| -20 | 28 | 59 | 59 |
| -141 | -134 | 11 | 141 |
| -76 | -66 | 2 | 76 |
| -29 | 54 | 55 | 55 |
| -66 | -64 | 29 | 66 |
| -35 | 120 | 125 | 125 |
| -2 | 14 | 51 | 51 |
| -95 | -90 | 10 | 95 |
| -43 | 70 | 102 | 102 |
| -48 | -10 | 15 | 48 |
| -18 | 58 | 67 | 67 |
| -49 | 54 | 65 | 65 |
| -127 | -126 | 21 | 127 |
| -22 | 46 | 52 | 52 |
| -31 | 108 | 109 | 109 |
| -117 | -102 | 34 | 117 |
| -91 | -72 | 13 | 91 |
| -41 | 18 | 29 | 41 |
| -4 | 52 | 64 | 64 |
| -33 | 54 | 64 | 64 |
| -1 | 66 | 76 | 76 |
| -44 | 48 | 58 | 58 |
| -29 | 86 | 88 | 88 |
| -76 | -36 | 1 | 76 |
| -26 | 106 | 106 | 106 |
| -39 | -4 | 54 | 54 |
| -90 | -48 | 11 | 90 |
| -34 | 68 | 91 | 91 |
| -60 | -8 | 6 | 60 |
| -13 | 10 | 57 | 57 |
| -29 | 32 | 58 | 58 |
